,brand,model,price,ref_num,source_url,watch_name
0,Rolex,Bubble Back,7.500 €,3131,https://www.chrono24.fr/rolex/bubble-back-3131-in-rose-gold-with-turtle-shell-bracelet--id12545987.htm, Rolex Bubble Back 3131 in rose gold with turtle shell bracelet
